Comment,Label
12.02.2024 Hello. I’m from RF,neutral
"Once upon a❤ time, and now more than ever before, I fell in love with that ,, Hello,,!",positive
Skin ✌️,positive
How do I request asylum?,neutral
I don't understand but it's cool,neutral
I love you bb ❤❤❤❤❤❤,positive
It's stunning,positive
"The song is so breathtaking, pure goosebumps and very sad.
Family always comes first.
I love this song 🙌
Thank you Adele👏🫶",positive
Who are here in 2024 ?,neutral
,neutral
,neutral
Hello ! Its me...,neutral
2024,neutral
,neutral
"I WOULD LIKE TO SAY HELLO TO MY MOTHER MY DAD AND TO FANNIE, THEY ARE IN HEAVEN NOW, AND I MISS THEM,❤❤❤",positive
"I tried to get my wife to talk to me so hard, for a year, and she wouldn’t. And this song captures the hardest choice I ever had to make.",positive
Hello? I am here bud no one sees me.,neutral
Every time someone likes this comment I get a notification and I listen to this masterpiece again,positive
Pattrica vegga,neutral
,neutral
,neutral
Anyone in 2024?,neutral
Hello i am Broken 💔,negative
Who's listening in 2024?,neutral
Adele's the best singer in the world today! She's #1.,positive
You are super thank you ❤ I'm a fan 🎉,positive
,neutral
3.1B VIEWS???,positive
❤❤❤❤❤❤❤ this song,positive
"I Love This Song I Feel It's Like My Everyday Life, It's The Best Singing Love Most Of Your Songs Hello Has Its Deep Meaning",positive
The annoying ex who just won't stop calling,negative
Ligends are watching in 2024,neutral
Who's watching this song in 2024 🥺🥺🥺 she's brilliant I swear ♥️♥️♥️❤️❤️❤️❤️❤️❤️,positive
Who else realizing she isn't saying hello from the other side but saying outside?,neutral
❤😢😢❤😢😢😢😢😢😢😢😢😢😢I am the worst person on the planet,negative
Damn this song is deep bro💔🥹🥹 first heard it when I was 10 and I listens to it once a year,positive
Masterpiece!,positive
Whole time she’s talking about her younger self 😩,negative
Please tell Mack Wilds im stillon meed of an autograph,neutral
"I'm from Honduras and I love this song, I've had it since it came out and I'm listening to this song in the middle of 2024 🎉",positive
Hello its me ..  -2024.02.09,neutral
Adele you are 🔥,positive
2024😢,negative
2024/2/10,neutral
2024❤,positive
It's 2024 and I'm still listening to this hut song who else from 2024,positive
This creative art should be put song of the year 2024,positive
Anyone 2024?,neutral
2024 anyone? ❤,positive
"Who’s still listening to this in 2024
😊😊",positive
"Adel I would like to come to your concert, do you invite me, I'm a little fan of yours, I'm from Naples ❤❤❤. My name is Andrea Rosito",positive
Who will watch with me 09/02/2024,neutral
2024,neutral
"In 2024 February , like here ❤❤",positive
,neutral
"when this came out..... I was in another country... the girl I liked(who loved me) was about to get replaced by the girl I love..  I'm a twat .I will not see heaven
made me guilty AF.      now I'm glad I have a soundtrack. this and FRANK OCEAN",negative
3.1BILLION IS WILD!!!,positive
"Year 2024!!!
Who is watching???",neutral
"January,2024?",neutral
"Let's face it, people are watching just about any year.",neutral
Who is watching in 2024,neutral
"Hello , its me😢❤",positive
That moment you realise Adele was the bad one. Naughty Girl!! That's the tea 😅😅,negative
09/02/2024,neutral
hello,neutral
"The world went crazy that same year, it was a random day in that year called 2015, a success was so big that the whole year was talking about this song and the craziest thing about it was that everyone, even the oldest ones, liked it so much for some reason. ❤",positive
Hello 🥲🥲.. it's 2024,neutral
This lady voice is the only one who literally bring tears to my eyes 😢,positive
Anyone watching this masterpiece 2024? ❤,positive
"2:35




🔥🔥🔥🖤🔥🔥🔥



09~02~2024
Friday~nine~February~two thousand and twenty-fourXXIV",positive
Anyone in 2024?,neutral
The song that makes Sohaib cry 🤨,neutral
50% is about that black dude ghetto-bitching. Adele with this guy is like matching macaroni with vanilla ice cream. What the hell were they thinking.,negative
Hello,neutral
The breadth of the voice of this great singer can shake the pillars of the sky. Shout out lady and shake the ground. Your voice drives me crazy,positive
God bless our planet,positive
Powerful. 🎉🎉🎉,positive
hello from the other side! I took a shit mile wide!,negative
Took me a few seconds to realise that's Michael Lee off of The Wire. LOL,positive
I’m also hear 2024 I love it,positive
Good bye my mugs ill be sure to howls from my side to help you see me so we will never end not knowing each other anymore,positive
Saint Gregory Of Utrecht Matthew 7 7 8 JOHN 14 1 6 THE PROMISE JOHN 14 26 27 ISAIAH 11 1 11 BIBICAL ABBA,neutral
2024 anyone?,neutral
She started singing at 1:20,neutral
Fastest video to hit 1 billion views!,positive
"Thank you very much Ms. Adele, I love you",positive
Anyone 2030???,neutral
Omg Guys its 2026 February😅😂 So Anyone Listening to tgis masterpiece?❤,positive
Devil 🤔,negative
This women is amazing 🌻🌄,positive
Hello anyone after the 8 Feb Pakistan elections 😅,neutral
Badirdinov Tohirjon Tashkent Namangan 2024,neutral
Just found out this is filmed partially on 65mm IMAX film.,positive
2035 anyone?,neutral
Slay,positive
The best my Adele 🫶🏻❤️😭,positive
Don't get the hype? This one is so average.,negative
Any Indian 😢❤,positive
3025 back to here!,neutral
2029 anyone,neutral
"Adele has a great voice and tries to have good lyrics, also it seems the Grammy's really like slow songs about love, very safe music, still good music.",positive
2024? Nostalgia?,neutral
from Iraq🇮🇶,neutral
to be 2024,neutral
I love sing❤,positive
nostalgic,positive
,neutral
There is an Arab person there,neutral
Sorry Mother,negative
2024 anyone,neutral
2024 anyone ?,neutral
omg,positive
Hello it's me 😭,negative
Wait 2015😮?,neutral
2027 anyone?,neutral
leave footprints,positive
You’re a fraud,negative
Your a fraud,negative
I like u baby,positive
Anybody,neutral
2027 anyone?,neutral
Anyone 2028?,neutral
❤❤❤ Super 😊,positive
There are 4 lights 😊,positive
This is a good song 👏😍,positive
This made a fan of adele when it came out. Her voice is amazing there's no words for it. Her high notes literally got me rolling in the deep.  Glad to hear she's doing tours again ❤❤.,positive
"I remember when I was 7 years old, I didn't have friends, and my mother and father had problems, and I was listening to this song♡.",positive
Hello❤,positive
Hellos 👋 2024,neutral
↑ subscribe and ask for you favorite karaoke song,positive
Ya and that a man,neutral
,neutral
Beautiful song,positive
Hello,neutral
Wonderful :),positive
Hello!!,neutral
,neutral
I think you have a beautiful voice. You have a beautiful voice,positive
Glad to see Michael got out of Baltimore and the drug game and found love,positive
Who's Watching in 2025?,neutral
2050 anyone?,neutral
How are you doing. At this moment time  . I hope.  hearths in your mind .thanks  ❤❤,positive
2024,neutral
8 years,neutral
Hello my Mancunian guy. from Moscow...we met in 2010,neutral
Anyone in 2026?,neutral
PLONERS'MORE'HUNDREDS'YEARS'C'I'A'LEVEL.CONTINENT.EUROPE.CIA.FBI.,neutral
Heard this song a lot when I was young but coming back to it in 2024 is crazy,positive
black ruins the whole clip,negative
"Love you Adele. When this song first came out in 2015, I was desperately in love and mentally not strong enough. This song helped me so much to get through hurdles.",positive
2024 anyone?,neutral
Hello everyone from 2024,neutral
The worst feeling is when you make memories with a person and eventually that person becomes a memory,negative
You haven't plumbed the depths of love until you have experienced unrequited love...,negative
"It's 2024, still crying inside",negative
She Adele,neutral
Tomas,neutral
"palestine is dead i see the sign Malaysia said and then
🇮🇱🇺🇸🗡🇲🇾🇦🇹🇧🇩🇦🇫🇨🇨🇫🇷🇬🇧 Malaysia said i have a team to haha",negative
,neutral
Hello Adele How are you,neutral
ortega guillen harper andrea vol coordinates off,neutral
13 colonies central bank uk,neutral
It's February 2024 listening to this masterpiece It seems to me that It came out today It never goes out of style.🎶🔝,positive
It doesn't tear you apart anymore. This line seems to tell the truth about her state of mind. Not truly unrepentant not truly sorry. . Just filled with regret and sadness. Listen to females then see what they do.😅😅😅😅,negative
Bah,negative
A voice the world want to hear! Great!,positive
Aaaaaaaaaaand it begins  KING WILLIAMS,positive
,neutral
A,neutral
"I love her voice. I remember when I first heard Adele sing. I thought it was a black lady because her voice is deep and soulful. She’s white and English too. I’m also white and English. She has inspired millions with her singing and I hope to see her in concert someday.💕💕💕
Oh and if anyone wants to subscribe to my channel for fun art videos. I would really appreciate it.",positive
goodbye,neutral
2030 anyone?,neutral
Anyone in 2024,neutral
"2024 , 5 February",neutral
Somebody 2030?😂😂,positive
🇻🇪🇻🇪🇻🇪🇻🇪 hello ❤🫡 ádele,positive
"3 billion views, apparently everyone has that person whom they want to call in a year and ask for forgiveness😢",positive
2055 anyone ??  Am from future,neutral
"And I got many more far you just as well ❤🎉😅, I just can't get over U and your wonderful songs 🎉❤ A-men, love you Cecil Jr.",positive
I'm,neutral
2024🎉🎉🎉,positive
This video is when we new.,neutral
Perfect 👏,positive
"Its February 2024, let's see how many legends are listening to this incredible song",positive
anyone 24😢,negative
2026 anyone ?😂,positive
Hello February 2024,neutral
Such a lovely and touching song 😢 love ittt❤❤,positive
Hello to the future 🤗,positive
I feel bad for the neighbors when this song comes on,negative
,neutral
Hello 2024,neutral
2024 n this song still got my heart❤,positive
When I listen to this I think this is a true artist and an emotion and everything and what voice and music is supposed to stand by and it's a sad to say the world does not understand but this person is a great artist❤🎉🎉🎉,positive
"😂 i see you x . Reg idea , hyp  Fallen angel  appeaseing ,creates heros . Harpoon xxx",positive
,neutral
Hola,neutral
I can say this is the last English song from old school nowadays we only listening to shi_ts let be honest noone tells me now someone like lil nas did better than this masterpiece ‏‪ ‏,negative
Anyone else from. 2025,neutral
2024 sry,neutral
Still love it. Never old to me,positive
Love iiiitt!!!,positive
hello from the other side of the world 🙋,positive
First listening in 2020😮then always love this one ❤now 2024 always set my heart🙀,positive
"Hello, I love you, I miss you❤",positive
I miss the 2010’s already,positive
Best song off all time,positive
2030,neutral
HELLO ☎,neutral
2024 until where to relax with this work.,negative
This amazing song is a meme now in 2024,positive
Hello,neutral
"I'm not rich but yesterday I donated my IPhone, smart watch, and wallet to a homeless guy. You can't imagine the happiness that I felt as I saw him putting the knife back in his pocket. 

KINDNESS IS EVERYTHING🤗",positive
Hello Dear Hello from 2024 can you hear me,neutral
No one can reach the sound and voice of this girl she is Nr 1 of all the time .,positive
Helloo,positive
,neutral
Hello from the,neutral
Play this at my funeral please,neutral
WTH 🤦‍♂️ ummm okay,negative
We Lil bit under weather like rain. Check this out 2024 here 2_4_25 Jackson Ms 39212,neutral
The extraterrestrial!!! what a voice....impressive...!!! AMAZING......,positive
02/2024 👍🏻👋🏻,positive
I love this son because my daughter love it it reminds me off her,positive
2024,neutral
❤marissa wilson,positive
Mindy Lee Conn,neutral
Hello i would like to make it out off ballyconnell cavan Ireland because i Lost a a dear true friend called. Amanda waston.,negative
Who come again 2024❤❤❤,positive
Hello,neutral
2024 me,neutral
"this is an amazing song, reminds me of all the times i was literally on the ground eating from a trash cans , so hard and i still cry when i listen to it, but i still believe God has a plan for me 🙏",positive
Anyone watching in 2024❤,positive
"Why did Adele cross the road?






























 To say hello from the other side. 💀",positive
2:22,neutral
Who shittin 🔽,negative
Hello2024,neutral
"It's 2024  listening to this masterpiece
Hello from the outside!!❤",positive
I'm going to see a movie love,positive
I love you to some,positive
I'm not that remarkable my sister... but I love you... and long live the anarchy of our American brothers... by poetedinho,positive
Hello again Adel not this time kids of the globe the hammer on her head does not happen,neutral
I just read a story I guess an interview where she says this is a song about a call to her past. Now the first verse sounds like it could be but moving on it's pretty clear she wouldn't be telling herself sorry for breaking her own heart. or saying she is well to herself. Why would she ask herself if she ever got out of that town. This is clearly about someone in her history.,neutral
2024 still here,neutral
There   will   never   again   be   another   master  piece   song   like  this 😊😊😊😊😊😊😊😊,positive
Who is watching is 02/02/2024?,neutral
Best music that's why has 3bi  views,positive
Hello 2024 ....,neutral
The fact that this is the quickest video that got to 1 billion views is insane. This woman is a global treasure ✨️ 💖 💕 ❤️,positive
I love you very much,positive
"Hello from 2024 😭😭 
feels like yesterday ong",positive
"Still listening to this in February of 2024, who else is listening to this in 2024?",neutral
It's 2024😂😂🎉🎉❤❤,positive
2024?,neutral
I never thought I could be so heartbroken. Who is still watching this video (2024😢),negative
Hello 2024!,neutral
"If we no longer pay attention to the people who are there for us, then we will lose them.


Adele, we asked too much of you, please forgive us",negative
In Febrero 2024 music to like 😊,positive
❤ Thank you Adele ❤,positive
Who is listening to this work of art in 2024 and 2025!? I do😊❤ What nostalgia this brought me!,positive
3.1mds😮❤❤😍,positive
2024❤,positive
2024,neutral
2024?,neutral
"Hello!!!
 My a placment in Telefons box.
                                Sanday.",neutral
"2024 who’s still watching this ❤🎉
Like this comment",positive
Who watching in 2024,neutral
03/02/2024,neutral
She deserves to know she will never be better than him. That's what the song means. 💯,negative
Why is no one talking about Lionel Richie,neutral
ÑOOOOO FROM PINGA EXELENCIA,positive
I like the way she sings delicately ❤,positive
Adele's calm way makes me feel lighter when she sings.,positive
Shes reminds me so much of Celine Dion with high pitch!!,positive
You just happy.😎☕🔥,positive
Who's watching this in 2075 ?,neutral
Nah skyfall better,positive
2024 i'm steel hear,neutral
2024 here,neutral
Love her music 😊😊😊😊,positive
I'M JUST A FAN OF HER I THINK ALL HER SONGS ARE SO BEAUTIFUL,positive
"DELEHELLO is really good, IT'S SO BEAUTIFUL",positive
VERY GOOD IT IS TOO BEAUTIFUL FOR ME AND ALL OF US,positive
"This song remind me of my marriage 😅 unfortunately, it didn’t work out for both of us. Then I went through a lot of things/emotions it took a time to heal from divorce because I really loved my wife. Anyway, whenever I hear this song (I don’t search it on purpose it’s just pops up on radio or somewhere else) it reminds me of how happy we were back in a days",positive
"You are the best
your voice
Gets to the ants",positive
I love this song❤,positive
Hello it’s me😭😭😭,negative
Ho is from 2024 😂 Who is coming from 2024 ❤,positive
"Who is watching in 2024?
February to be precise!!!❤",neutral
"Hello It's Me.  Time is supposed to heal, but... hello from the other side of the world 2-2-2024 💜",positive
Whose still watching even in 2024😭,positive
Giana have some words,neutral
Its 2024 🎉🎉 and i still love her and her music🎉🎉❤❤😢😊😅😮😂,positive
Who ist 2.2 2024 here the Time is so fucking run,negative
2024,neutral
,neutral
Nice song.,positive
2/2/24🩵,neutral
Whos watching in 2024 of this master piece,positive
"Feb 2nd, 2024!
Lets come here again after a decade.",positive
"❤my mother is black
Mother MARILYN NEWTON",positive
"Escape  from witch mountain,  this for you and yours
Take care of Bob
Richard's 
Denise",neutral
I love you so love you always.thanks. ❤,positive
2024,neutral
Did you know that this is not a song to a lover but she wrote it for her younger self incredible,positive
Great music 😊,positive
Magnificent landscapes songs year other times sublime videos youtube number one in Europe share story Céline Dion News feed Chantal Lajeunesse share thank you ❤❤❤❤,positive
"Beautiful
Incredible voice",positive
Who is wanting in 2024?,neutral
Team 2024🎉🎉🎉❤❤,positive
Who is watching in 2024 😅😅,neutral
2024/2/2❤❤❤,positive
Those people  don't  exsist  to me anymore,negative
"I my mother taught me to  walk talk
More to point
My father
47362
Mt. Summit Indiana 
Still need a dictionary  or a map
And the sun shining on my face",neutral
Brings alot of memories 🥹,positive
I watch today 2.2.2024,neutral
you are beautiful lpm,positive
Who's getting Queen of mean vibes from descendants 3,neutral
"Hello, it's me
I was wondering if after all these years
You'd like to meet, to go over everything
They say that time's supposed to heal ya
But I ain't done much healing

hello it's me
After all, I've been thinking about this for the past few years.
I wish I could overcome everything and meet you
They say time heals everything.
I'm not fully healed yet

Hello, can you hear me?
I'm in California dreaming about who we used to be
When we were younger and free
I've forgotten how it felt before the world fell at our feet
There's such a difference between us
And a million miles

Hello, can you hear me?
I'm still dreaming of the old days in California
When we were both young and free
I forgot how she felt before she took off.
We're already too different
Because we're so far apart

Hello from the other side
I must've called a thousand times
To tell you I'm sorry, for everything that I've done
But when I call you never seem to be home
Hello from the outside
At least I can say that I've tried
To tell you I'm sorry, for breaking your heart
But it don't matter, it clearly doesn't tear you apart anymore

Hello, call out from the other side
I'm sure I've called you a thousand times already.
To tell you that I'm sorry for everything
Hello, I call you from outside
At least I can say I tried.
To tell you that I'm sorry for disappointing you
But that's enough, I'm not going to upset you anymore

Hello, how are you?
It's so typical of me to talk about myself, I'm sorry
I hope that you're well
Did you ever make it out of that town
Where nothing ever happened?
It's no secret
That the both of us are running out of time

Hello, how are you doing?
This is just me talking about myself, sorry.
I hope you're doing well
Have you left that town yet?
From that town where nothing happens
That's completely understandable.
'Cause we don't have any time left

So hello from the other side
I must've called a thousand times
To tell you I'm sorry, for everything that I've done
But when I call you never seem to be home
Hello from the outside
At least I can say that I've tried
To tell you I'm sorry, for breaking your heart
But it don't matter, it clearly doesn't tear you apart anymore
Ooooohh, anymore
Ooooohh, anymore
Ooooohh, anymore
Anymore

Hello, call out from the other side
I'm sure I've called you a thousand times already.
To tell you that I'm sorry for everything
Hello, I call out from outside
At least I can say I tried.
To tell you that I'm sorry for disappointing you
But that's enough, I'm not going to upset you anymore
No more

Hello from the other side
I must've called a thousand times
To tell you I'm sorry, for everything that I've done
But when I call you never seem to be home
Hello from the outside
At least I can say that I've tried
To tell you I'm sorry, for breaking your heart
But it don't matter, it clearly doesn't tear you apart anymore

Hello, call out from the other side
I'm sure I've called you a thousand times already.
To tell you that I'm sorry for everything
Hello, I call out from outside
At least I can say I tried.
To tell you that I'm sorry for disappointing you
But that's enough, I'm not going to upset you anymore",negative
2/1/2024 Adele I'm still listening to this masterpiece 👑 just reminiscing about my pass relationship,positive
People watching in 2024,neutral
You are unique ❤❤❤❤❤,positive
"2024' still here/hear. Hi, Adele❤ 5:57",positive
In 2024,neutral
Hello Amanda waston kildallan ballyconnell cavan Ireland. I must have called a thousand times to tell you i am sorry for breaking your heart ❤️.,positive
01/02/2024🫂,neutral
I would love to make it out off ballyconnell town ' because i lost a dead friend ' Amanda waston kildallan ballyconnell cavan at down to a fatil mistake made 4 years ago.,negative
Why coal,neutral
Hello Adele ❤😢,positive
Idk girls cared enough to call and apologize for breaking his heart,positive
Watchin in 2024,neutral
2024,neutral
Who is here in 2024🎉❤,positive
Who’s back here 2024,neutral
01.02.24,neutral
One of the sadest Songs i've ever heard ❤,positive
2024❤,positive
Hello 24 🎉,positive
hello,neutral
It's 2024 and I'm still listening to it 🧡,positive
Nostalgia,positive
Any one 2024 attendence ❤,positive
Hahhh,positive
I still watch this video for a long time...,positive
2024 !!!,positive
2024?,neutral
"im making a project on mixing this on the rock version made by fame on fire,i hope you guys would like it",positive
3:16,neutral
February 2024 anyone?,positive
"Stop Asking Who’s Still Listening!*

We Never Stop Listening To This MASTERPIECE!!",positive
+ Hello! İs weeeeeeee🕺,positive
Me  in 2024 baaby,neutral
"Still waiting for that call Melissa,",neutral
01.02.2024,neutral
"Its February 2024, let's see how many legends are listening to this incredible song💜",positive
"I know Adele’s music is more listened to by adults, but I can’t help but fall in love with her music. It’s just so soulful and haunting in the best way. The lyrics are so meaningful and flow so well together. Her music is a huge comfort to me, as I still struggle with my issues in real life.",positive
2024,neutral
Who is watching in 2024,neutral
Hello 💜,positive
Hello  2024/02/01,neutral
Who is watching 2024,neutral
Came for the meme. Stay for the comment.,positive
2024 😍😍😍,positive
Hello 31/01/2024❤❤,positive
2024,neutral
2:20,neutral
Hello! Who's watching this in feb 2024 come here with me,neutral
You catch bei,neutral
2024,neutral
She's freakin',negative
"3.1.1b 
Views! 
My first time.
I'm am as well going 2play with you.
FuhokQ....
#muhammedali
013124.
Holla, aloha, hola,
Allah, Halal, hella",neutral
2024,neutral
"Every time I hear it, it takes me to another world. The song's portrayal matches the beauty of the song itself, and is even more beautiful",positive
2024,neutral
i really like this song,positive
Hello 2024,neutral
Hay nice song,positive
I miss her so much,negative
I form Afghanistan 🇦🇫 ❤,positive
This music is the nostalgia music,positive
"The year 2100. Remember us, from this side 2024. Hello from the other side. Adele is just so pure ❤❤",positive
Billions of views 😮❤🔥🤩,positive
I'm,neutral
❤ Hello ❤,positive
Hello 👋,positive
I just sent it to my Ex. I fucked up really bad with her and I hate it. It's hard losing the love of your life....,negative
Analh analh nau,negative
,neutral
so good,positive
Bye bye,neutral
Where are the Brazilians? We are the biggest!!!,positive
listen to this song,positive
This song is so beautiful and it touches my heart. I love this song,positive
I FINALLY FOUND THE SONG,positive
,neutral
"Can anyone tell me if Adel song was used for an advertising advert for a bank back in 2015 i was in intensive care and every time the song came on it just seemed to lift me and made me perk up that much i was waiting for the ads and asked the nurses to turn it up loud if they were around which they did, anyway if anyone knows the song please let me know, tks",positive
I love this Song ❤,positive
Me right now,neutral
"2024
👇",neutral
Me,neutral
One of the singers with the highest voices I've ever known😮,positive
Me,neutral
Can you here me now,neutral
❤the,positive
9 years later,neutral
Any Brazilians 🇧🇷2024?,neutral
Lighten up 🎉❤,positive
I'm here.,neutral
Like if you see this comment,positive
2024,neutral
,neutral
We made it from 2008 to 2024. I’m completely broken. I hope I have the strength to never answer her call again,negative
How strongful voice!!!!! 🙏🏾,positive
Jan 2024 - its me!,neutral
"It still brings tears to my eyes!!! 
Does anyone know what the tattoo in the man’s hand means??",positive
"When this song came out, I was 22 years old, detoxing from opiates in the hospital, sitting at the window 12 floors up watching people live their normal lives walking below me. Hello by Adele played on the small radio & all could dream about was a normal life living in California. My boyfriend at the time was also using, cheating on me while I was breaking down in this hospital. I’ll never forget that moment thanks to this song. Unfortunately I went through 3 more years of opiate addiction still I finally got clean, today is January 29, 2024 & I’m 5 years sober",positive
Dele fine than a mug.,positive
"We can all agree that Adele  never disappoints, her talent is pure and her voice is out of the world!!",positive
So hello from the other side.,neutral
It's been half a decade but this song still gives me chills. I love it ❤,positive
The day this video was released was the day my daughter was born. I’ll never forget it. Now we sing to it! This song and “Clover Cage - In The Sky” are the two songs that helped get rid of my depression. I just want to send love to everyone and I want everyone to know things will get better. We are in this together..I love you ❤️,positive
This song is so calming it helps me sleep at night 🤧,positive
i miss you so hard,negative
29/Jan/2024,neutral
I love this song by Adele❤,positive
Always Adele!!! A real talented singer. This is not Taylor Swift!!,positive
"I have that coat, given to me by my best friend, in memory of her sister. We lost her to kidney failure.",positive
Hi,neutral
Amazing!!!,positive
4:04 Not future please😅,negative
Not future please😅,negative
Not future please😅,negative
Not future please😅,negative
Not future please😅,negative
Not future please,negative
Not future please,negative
Online time only,neutral
Free Palestinian 🇵🇸,positive
Hello … 2024 it’s me ..,neutral
Forever a classic,positive
2024,neutral
2024 now❤,positive
I only came here after hearing Bart Bakers version 💀,positive
2121.,neutral
So real,positive
Give him a Man's voice!😊,positive
"Lyrics
Hello, it's me
I was wondering if after all these years you'd like to meet
To go over everything
They say that time's supposed to heal ya, but I ain't done much healing
Hello, can you hear me?
I'm in California dreaming about who we used to be
When we were younger and free
I've forgotten how it felt before the world fell at our feet
There's such a difference between us
And a million miles
Hello from the other side
I must've called a thousand times
To tell you I'm sorry for everything that I've done
But when I call, you never seem to be home
Hello from the outside
At least I can say that I've tried
To tell you I'm sorry for breaking your heart
But it don't matter, it clearly doesn't tear you apart anymore
Hello, how are you?
It's so typical of me to talk about myself, I'm sorry
I hope that you're well
Did you ever make it out of that town where nothing ever happened?
It's no secret that the both of us
Are running out of time
So hello from the other side (other side)
I must've called a thousand times (thousand times)
To tell you I'm sorry for everything that I've done
But when I call, you never seem to be home
Hello from the outside (outside)
At least I can say that I've tried (I've tried)
To tell you I'm sorry for breaking your heart
But it don't matter, it clearly doesn't tear you apart anymore
Ooh (lows, lows, lows, lows), anymore
(Highs, highs, highs, highs)
Ooh (lows, lows, lows, lows), anymore
(Highs, highs, highs, highs)
Ooh (lows, lows, lows, lows), anymore
(Highs, highs, highs, highs)
Anymore (lows, lows, lows, lows)
Hello from the other side (other side)
I must've called a thousand times (thousand times)
To tell you I'm sorry for everything that I've done
But when I call, you never seem to be home
Hello from the outside (outside)
At least I can say that I've tried (I've tried)
To tell you I'm sorry for breaking your heart
But it don't matter, it clearly doesn't tear you apart anymore",negative
This song reflects everything I feel,positive
The best,positive
"Gokss, Adele is so beautiful",positive
Love 1988,positive
"I wish I would've heard Adele when I was a teenager. I 🤔💬 my life would'a been so different. But hey life's full of experiences. I would have LOVED to at least say "" Hello 👋""",positive
2024 anyone?,neutral
"Adel,bravo,Lithuania",positive
Wonderful woman ❤,positive
I'm here,neutral
Hello.I miss U,positive
👍💯.Thanks.,positive
This song is Ethereal 🎉,positive
HELLO,neutral
,neutral
I like the song hello by Adele because she's trying to sing to actually get to know fana,positive
Panama 🇵🇦🎤🎹🎵🥰🥰❤️👏,positive
Sri Sulasmi,neutral
I want you to be happy,positive
I want to be rich,positive
I love it ❤❤❤,positive
Whose listening from 2023-2024,neutral
"I just had the song playing on my friends car and I just Rush to YouTube to listen to it once again. Adele, you are good to go.",positive
Read this before March,neutral
Hello,neutral
2024 are you here?😢,negative
2024 till 2025,neutral
2025 till 2025,neutral
"Live goes on n mistakes happens, so pick up for a better life. 8 years but still evergreen from Adele",positive
I love you from Maroc 😢❤,positive
,neutral
ICL the start was asmr,neutral
Sri Sulasmi here at Geneng's house called me,neutral
Sri Sulasmi Geneng,neutral
Telvon Sri Sulasmi at any time geneng ngawi pilang umbrella2,neutral
"How beautiful this sweet woman is, I am enraged by her yesterday and today I know that she will not read me because there are thousands who will write her a hug with much love from PERU South America",positive
The games you think don’t know you  all do sorry you think i come back company I do don’t bavet  you all play games let do everything you who tell her do is you,negative
A greeting of love and respect to every person who supports the cause,positive
Youssef,neutral
The day this video was released was the day my daughter was born. I’ll never forget it. Now we sing to it! This song and “Clover Cage - In The Sky” are the two songs keeping me sane through these tough times. I just want to send love to everyone and I want everyone to know things will get better. We are in this together..I love you ❤️😊,positive
Cell and its structure,neutral
,neutral
"A message for the future generations, please never let this masterpiece die.",positive
3 billion for this... why?????????,negative
,neutral
Who's listening in 5395?!?,neutral
2016,neutral
"I’m Sorry you didn’t hear my call, to action. Where would I be without You?",positive
"Love this song, Love this video, Love her,  It's Beautiful",positive
This song is perfection! ❤,positive
I love this song!❤🏩💒🎟️🩰🍧🍡🍜🍲🌈🌺🌸🌼🌹🌷🥀🪷💐🦄👛👚🛍️🎀💓💗💖💘💝💞💕,positive
"I hope this lady is truly nice, cus she can sing like the wind.
Cheers.",positive
"Hello
Adele

Hello, it's me
I was wondering if after all these years you'd like to meet
To go over everything
They say that time's supposed to heal ya
But I ain't done much healing

Hello, can you hear me?
I'm in California dreaming about who we used to be
When we were younger and free
I've forgotten how it felt before the world fell at our feet
There's such a difference between us
And a million miles

Hello from the other side
I must've called a thousand times
To tell you I'm sorry for everything that I've done
But when I call, you never seem to be home
Hello from the outside
At least I can say that I've tried
To tell you I'm sorry for breaking your heart
But it don't matter, it clearly doesn't tear you apart anymore

Hello, how are you?
It's so typical of me to talk about myself, I'm sorry
I hope that you're well
Did you ever make it out of that town
Where nothing ever happened?
It's no secret that the both of us
Are running out of time

So hello from the other side (other side)
I must've called a thousand times (thousand times)
To tell you I'm sorry for everything that I've done
But when I call, you never seem to be home
Hello from the outside (outside)
At least I can say that I've tried (I've tried)
To tell you I'm sorry for breaking your heart
But it don't matter, it clearly doesn't tear you apart anymore

(Highs, highs, highs, highs, lows, lows, lows, lows)
Ooh, anymore
(Highs, highs, highs, highs, lows, lows, lows, lows)
Ooh, anymore
(Highs, highs, highs, highs, lows, lows, lows, lows)
Ooh, anymore
(Highs, highs, highs, highs, lows, lows, lows, lows)
Anymore

Hello from the other side (other side)
I must've called a thousand times (thousand times)
To tell you I'm sorry for everything that I've done
But when I call, you never seem to be home
Hello from the outside (outside)
At least I can say that I've tried (I've tried)
To tell you I'm sorry for breaking your heart
But it don't matter, it clearly doesn't tear you apart anymore",negative
Peace be upon the Prophet,positive
Moved ta town next door hello i apologize for breaking your heart wanted to say hello from the other side its true things happen thought I'll say hello from the other side,negative
Hello it's me to go over everything younger free hello from other side im still tell u i tried never wanted to break your heart i apologize from ither side,negative
Oh yes 2024 ❤ helooooooooo,positive
Yup!,positive
From 2017 to 2024 Still This song is fvrt for me 👊,positive
2025 Anyone??,neutral
Its her eyes ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,positive
Love this song,positive
At least I have tried....❤,positive
2024 anyone,neutral
God loves u,positive
"From me, for me ❤.",positive
Adele is Celine Dion's natural heir,positive
"We don’t appreciate what we have, then we cry and try to get it back. We are finished people.",negative
"But when you call me , I'll never be home :/",negative
Hello from 2024,neutral
