comment,cleaned_comment,sentiment,score
"Hi...ADELE..., this is your song is perform on the 6 of all our cafe music oudioz wide screens, and we will be plays by 15 to turn on, starting time tobegantly at 01:37am, Indonesian time, on Saturday, Jan.27'2024, before this your song performing we've to played of MARIA CALISTA, Performanced with her title song NA OLO DO AU, by 15 turned just now, and than after this is your excellent song performance we would like to plays the seventh of item number to perform the next you that I mean, 'couses you have to get the sixth of item number to perform to night.",hiadele song perform cafe music oudioz wide screen play turn starting time tobegantly indonesian time saturday jan song performing weve played maria calista performanced title song na olo au turned excellent song performance would like play seventh item number perform next mean couses get sixth item number perform night,NEGATIVE,0.7890512347221375
,,POSITIVE,0.7481208443641663
1:14❤❤,[UNK],NEGATIVE,0.6970567107200623
Queen,queen,POSITIVE,0.9950724244117737
Hello 2024,hello,POSITIVE,0.9995185136795044
She misses that BBC.,miss bbc,NEGATIVE,0.9989803433418274
Hi me there in 2024,hi,POSITIVE,0.9983267188072205
2069 anyone?,anyone,POSITIVE,0.9625333547592163
2025. Anyone??,anyone,POSITIVE,0.9625333547592163
,,POSITIVE,0.7481208443641663
"Hello, it's me
I was wondering if after all these years you'd like to meet
To go over everything
They say that time's supposed to heal ya, but I ain't done much healing
Hello, can you hear me?
I'm in California dreaming about who we used to be
When we were younger and free
I've forgotten how it felt before the world fell at our feet
There's such a difference between us
And a million miles
Hello from the other side
I must've called a thousand times
To tell you I'm sorry for everything that I've done
But when I call, you never seem to be home
Hello from the outside
At least I can say that I've tried
To tell you I'm sorry for breaking your heart
But it don't matter, it clearly doesn't tear you apart anymore
Hello, how are you?
It's so typical of me to talk about myself, I'm sorry
I hope that you're well
Did you ever make it out of that town where nothing ever happened?
It's no secret that the both of us
Are running out of time
So hello from the other side (other side)
I must've called a thousand times (thousand times)
To tell you I'm sorry for everything that I've done
But when I call, you never seem to be home
Hello from the outside (outside)
At least I can say that I've tried (I've tried)
To tell you I'm sorry for breaking your heart
But it don't matter, it clearly doesn't tear you apart anymore
Ooh (lows, lows, lows, lows), anymore
(Highs, highs, highs, highs)
Ooh (lows, lows, lows, lows), anymore
(Highs, highs, highs, highs)
Ooh (lows, lows, lows, lows), anymore
(Highs, highs, highs, highs)
Anymore (lows, lows, lows, lows)
Hello from the other side (other side)
I must've called a thousand times (thousand times)
To tell you I'm sorry for everything that I've done
But when I call, you never seem to be home
Hello from the outside (outside)
At least I can say that I've tried (I've tried)
To tell you I'm sorry for breaking your heart
But it don't matter, it clearly doesn't tear you apart anymore",hello wondering year youd like meet go everything say time supposed heal ya aint done much healing hello hear im california dreaming used younger free ive forgotten felt world fell foot there difference u million mile hello side mustve called thousand time tell im sorry everything ive done call never seem home hello outside least say ive tried tell im sorry breaking heart dont matter clearly doesnt tear apart anymore hello typical talk im sorry hope youre well ever make town nothing ever happened secret u running time hello side side mustve called thousand time thousand time tell im sorry everything ive done call never seem home hello outside outside least say ive tried ive tried tell im sorry breaking heart dont matter clearly doesnt tear apart anymore ooh low low low low anymore high high high high ooh low low low low anymore high high high high ooh low low low low anymore high high high high anymore low low low low hello side side mustve called thousand time thousand time tell im sorry everything ive done call never seem home hello outside outside least say ive tried ive tried tell im sorry breaking heart dont matter clearly doesnt tear apart anymore,NEGATIVE,0.9970634579658508
3 Billie,billie,POSITIVE,0.9959087371826172
Only 3.1 billion people said hello 👋,billion people said hello [UNK],POSITIVE,0.9981186985969543
what country is this,country,POSITIVE,0.9886236190795898
"1/25/24 ...Her name was Shirley Ann Burton. We were together 13 years. Circumstances saw us apart the last few years and now she's gone. Now this song hits different. It used to be an apology, Now it's like her talking to me from the other side. Love you always babe 😔",name shirley ann burton together year circumstance saw u apart last year shes gone song hit different used apology like talking side love always babe [UNK],NEGATIVE,0.9795513153076172
You are they only one quee,one quee,NEGATIVE,0.970636785030365
It’s been 8 years and for some reason I’m thinking of my ex ..,’ year reason ’ thinking ex,NEGATIVE,0.9636659622192383
Its 2024,,POSITIVE,0.7481208443641663
"True fact : 
We can all agree that Adele  never disappoints, her talent is pure and her voice is out of the world!!",true fact agree adele never disappoints talent pure voice world,POSITIVE,0.9996294975280762
Predada fi,predada fi,POSITIVE,0.6572476029396057
It amazes me to know that the words adele is expressing is how some people feel at times    makes you feel like  wow your not alone,amazes know word adele expressing people feel time make feel like wow alone,POSITIVE,0.9725040793418884
SNL brought me here.,snl brought,POSITIVE,0.9974371194839478
Only artist i know of that I can listen to their songs a million aand one different times and still be shocked at the level of depth and beuty they are. Absolute timeless.,artist know listen song million aand one different time still shocked level depth beuty absolute timeless,POSITIVE,0.9975280165672302
Wow❤❤ each song is beautiful,[UNK] song beautiful,POSITIVE,0.9997895359992981
Someone..in 2024??🎶🎧💎💜✅,someonein [UNK],NEGATIVE,0.9349821209907532
"It's 2024 listening to this masterpiece It seems to me that It came out today It never goes out of style!!,🎶💎💜✅",listening masterpiece seems came today never go [UNK],NEGATIVE,0.9618911147117615
OK,ok,POSITIVE,0.9997851252555847
Just had to come back,come back,POSITIVE,0.9863522052764893
Who is listening to this in 2035?,listening,POSITIVE,0.9993876218795776
Damn. Why is this song affecting me so. I love this song,damn song affecting love song,POSITIVE,0.999521017074585
Beautiful song!,beautiful song,POSITIVE,0.9998849630355835
deam it makes me cry every time i hear it,deam make cry every time hear,NEGATIVE,0.982595682144165
Hello 2024!,hello,POSITIVE,0.9995185136795044
Anyone,anyone,POSITIVE,0.9625333547592163
2024 still we are here😊😅,still [UNK],NEGATIVE,0.9025412201881409
Mxmx,mxmx,NEGATIVE,0.7052624225616455
Hello,hello,POSITIVE,0.9995185136795044
Hello it's me,hello,POSITIVE,0.9995185136795044
Luke3:22🕊️🦋💡,[UNK],NEGATIVE,0.6970567107200623
1:10,,POSITIVE,0.7481208443641663
Hello? 2024 present below 👇?,hello present [UNK],POSITIVE,0.9992876648902893
"Hello, it's me
I was wondering if after all these years you'd like to meet
To go over everything
They say that time's supposed to heal ya
But I ain't done much healing
Hello, can you hear me?
I'm in California dreaming about who we used to be
When we were younger and free
I've forgotten how it felt
Before the world fell at our feet

There's such a difference between us
And a million miles

Hello from the other side
I must have called a thousand times
To tell you I'm sorry for everything that I've done
But when I call you never seem to be home
Hello from the outside
At least I can say that I've tried
To tell you I'm sorry for breaking your heart
But it don't matter, it clearly doesn't tear you apart
Anymore

Hello, how are you?
It's so typical of me to talk about myself, I'm sorry
I hope that you're well
Did you ever make it out of that town
Where nothing ever happened?

It's no secret that the both of us
Are running out of time

So hello from the other side (other side)
I must have called a thousand times (thousand times)
To tell you I'm sorry for everything that I've done
But when I call you never seem to be home
Hello from the outside (outside)
At least I can say that I've tried (I've tried)
To tell you I'm sorry for breaking your heart
But it don't matter, it clearly doesn't tear you apart
Anymore

(Highs, highs, highs, highs, lows, lows, lows, lows)
Anymore
(Highs, highs, highs, highs, lows, lows, lows, lows)
Anymore
(Highs, highs, highs, highs, lows, lows, lows, lows)
Anymore
(Highs, highs, highs, highs, lows, lows, lows, lows)
Anymore

Hello from the other side (other side)
I must have called a thousand times (thousand times)
To tell you I'm sorry for everything that I've done
But when I call you never seem to be home
Hello from the outside (outside)
At least I can say that I've tried (I've tried)
To tell you I'm sorry for breaking your heart
But it don't matter, it clearly doesn't tear you apart
Anymore",hello wondering year youd like meet go everything say time supposed heal ya aint done much healing hello hear im california dreaming used younger free ive forgotten felt world fell foot there difference u million mile hello side must called thousand time tell im sorry everything ive done call never seem home hello outside least say ive tried tell im sorry breaking heart dont matter clearly doesnt tear apart anymore hello typical talk im sorry hope youre well ever make town nothing ever happened secret u running time hello side side must called thousand time thousand time tell im sorry everything ive done call never seem home hello outside outside least say ive tried ive tried tell im sorry breaking heart dont matter clearly doesnt tear apart anymore high high high high low low low low anymore high high high high low low low low anymore high high high high low low low low anymore high high high high low low low low anymore hello side side must called thousand time thousand time tell im sorry everything ive done call never seem home hello outside outside least say ive tried ive tried tell im sorry breaking heart dont matter clearly doesnt tear apart anymore,NEGATIVE,0.9970173835754395
AND THATS JUST YOUR KNEE,thats knee,NEGATIVE,0.9816732406616211
Suuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu,[UNK],NEGATIVE,0.6970567107200623
I'm human trafficked by the Mafia n all my money n credit cards too and my business es stolen!  Identity theft!  I'm Jesus Christ!  Anglican Catholic Church in Idaho Springs Colorado 80452!!!,im human trafficked mafia n money n credit card business e stolen identity theft im jesus christ anglican catholic church idaho spring colorado,NEGATIVE,0.9861590266227722
2024 anyone? ❤❤,anyone [UNK],POSITIVE,0.8704387545585632
“Woah! She sings in cursive” -a friend of mine who probably doesn’t really ever listen to Adele 🤣🤣,“ woah sings cursive ” friend mine probably ’ really ever listen adele [UNK],POSITIVE,0.9232197403907776
Ndidjtodorjridhfdifnfjffjrjfj🎉vhjfdkfjdoe2ddjifjdfjrjrirydejeeeekrrrdjee,[UNK],NEGATIVE,0.6970567107200623
The best of the world,best world,POSITIVE,0.9998488426208496
The best of the world,best world,POSITIVE,0.9998488426208496
Yes,yes,POSITIVE,0.9997805953025818
I LOVE IT,love,POSITIVE,0.9998735189437866
I thought a male sang this,thought male sang,POSITIVE,0.9950992465019226
I love Adele. She a deep person,love adele deep person,POSITIVE,0.9991703033447266
"I don't like,",dont like,POSITIVE,0.6011961698532104
Peppa pig,peppa pig,NEGATIVE,0.995701014995575
Hi to,hi,POSITIVE,0.9983267188072205
2024 hello❤,[UNK],NEGATIVE,0.6970567107200623
Y love you ❤❤❤ music Adele 😢,love [UNK] music adele [UNK],POSITIVE,0.9983793497085571
"I had just turned 7 years old, 19 days before this song released. I’m 15 now. Amazing how time flies.",turned year old day song released ’ amazing time fly,POSITIVE,0.9984837174415588
,,POSITIVE,0.7481208443641663
2024 hzu❤,[UNK],NEGATIVE,0.6970567107200623
Such a timeless song that will never get old. I think everyone can relate to this after being in a long term relationship,timeless song never get old think everyone relate long term relationship,POSITIVE,0.9995761513710022
How you do  . No how do what you do. Tah. Duh. I'm stutter n. What is that about tell how you come up with the story please God bless ty xo,tah duh im stutter n tell come story please god bless ty xo,POSITIVE,0.8586910963058472
Anyone watching this in 2024?,anyone watching,POSITIVE,0.8963199257850647
This song views is due to its name,song view due name,POSITIVE,0.9981294274330139
,,POSITIVE,0.7481208443641663
Hello from this side,hello side,POSITIVE,0.9990589022636414
,,POSITIVE,0.7481208443641663
"▬▬▬▬▬▬▬▬▬▬ஜ۩۞۩ஜ▬▬▬▬▬▬▬▬▬▬▬▬▬▬
           STILL      LISTENING      JANUARY     24TH       2024
▬▬▬▬▬▬▬▬▬▬ஜ۩۞۩ஜ▬▬▬▬▬▬▬▬▬▬▬▬▬▬",[UNK] still listening january th [UNK],NEGATIVE,0.7373138070106506
2018 Football nostalgia🥲,football [UNK],POSITIVE,0.5172872543334961
I love you❤❤❤,love [UNK],POSITIVE,0.9997313618659973
"It's so good, sister",good sister,POSITIVE,0.9998542070388794
HELLO😢...,[UNK],NEGATIVE,0.6970567107200623
It's so hard to believe it's been over eight years since this song came out. I remember watching it excitedly with my family when she released it :) so much nostalgia -- thank you for being one of my biggest inspirations as a ballad pianist and musician 🥰🥰,hard believe eight year since song came remember watching excitedly family released much nostalgia thank one biggest inspiration ballad pianist musician [UNK],POSITIVE,0.9990860223770142
The song is great,song great,POSITIVE,0.9998458623886108
Any body listening?????,body listening,POSITIVE,0.99918133020401
2024😂👍,[UNK],NEGATIVE,0.6970567107200623
"Beyond beautiful, I love the slow build up and the music picks up very powerful :)",beyond beautiful love slow build music pick powerful,POSITIVE,0.9997783303260803
An Adele classic.,adele classic,POSITIVE,0.9994412064552307
Timeless❤,[UNK],NEGATIVE,0.6970567107200623
Art,art,POSITIVE,0.999158501625061
"Yes, im here 2024.",yes im,POSITIVE,0.9994109869003296
Songs which don't fade ❤,song dont fade [UNK],POSITIVE,0.9859648942947388
It is me.,,POSITIVE,0.7481208443641663
"Longing 0:46
Hello 1:18",longing hello,POSITIVE,0.9963850975036621
,,POSITIVE,0.7481208443641663
"When you break someone's heart , you get completely broken and shattered yourself.  She made me cry and cry. Love from Pakistan",break someone heart get completely broken shattered made cry cry love pakistan,POSITIVE,0.9818540811538696
Still feels surreal. Even more so that’s 2024 now,still feel surreal even ’,POSITIVE,0.9767169952392578
,,POSITIVE,0.7481208443641663
the best,best,POSITIVE,0.9997941851615906
,,POSITIVE,0.7481208443641663
we all know we used to sing this song in cod zombies when we were behind a door and the other person was on the other side,know used sing song cod zombie behind door person side,NEGATIVE,0.9926378726959229
Super this VOICE ❤❤❤,super voice [UNK],POSITIVE,0.9915757775306702
2024 ᴀɴʏᴏɴᴇ ʜᴇʀᴇ,[UNK] [UNK],NEGATIVE,0.7850592732429504
My God,god,POSITIVE,0.9448790550231934
"Dear ""ladies"" from the show business, look up to the diva who never needed to take off her clothes to attract attention. It's called art. Go ahead",dear lady show business look diva never needed take clothes attract attention called art go ahead,POSITIVE,0.9942301511764526
1750 anyone,anyone,POSITIVE,0.9625333547592163
1750 anyone,anyone,POSITIVE,0.9625333547592163
"AI shutting down my experience, I dig it.

I can't hear anything GOOGLE AI, THANK YOU FOR SHUTTING MY EARS DOWN,

Its all happening in real time.",ai shutting experience dig cant hear anything google ai thank shutting ear happening real time,NEGATIVE,0.985546350479126
3.1 car? Damn,car damn,NEGATIVE,0.977158784866333
Love from mizoram 😊,love mizoram [UNK],POSITIVE,0.998957633972168
So deep 🥹🥹🥹🥹💓💓,deep [UNK],POSITIVE,0.5720794796943665
"Hello Can you hear me, I`m in Iraq ..",hello hear im iraq,POSITIVE,0.8180689215660095
"Chaina , try to udarstand this old song , try . day befor e day",chaina try udarstand old song try day befor e day,NEGATIVE,0.9877645373344421
People who came here because of the my McDonald’s order playlist: 🗿,people came mcdonald ’ order playlist [UNK],NEGATIVE,0.9777172803878784
Hello?,hello,POSITIVE,0.9995185136795044
I had never seen the official video but I had heard this iconic song 😌❤️,never seen official video heard iconic song [UNK],NEGATIVE,0.551558256149292
Baby the drugs have been shit 4 years been the pump fymy as Miku the Fred Sa to sin Haigh race you home wrong paths john Haigh,baby drug shit year pump fymy miku fred sa sin haigh race home wrong path john haigh,NEGATIVE,0.9990226030349731
Not the right song but i am you,right song,POSITIVE,0.9998434782028198
Good voice girl 💪 and Key 🔐,good voice girl [UNK] key [UNK],POSITIVE,0.999599277973175
"Adelle was the beauty she used to be. Now skinny looks ugly. Because I don't really love you, but I love Natasha Nice.",adelle beauty used skinny look ugly dont really love love natasha nice,NEGATIVE,0.9937170743942261
Hey Ms lady I just got back from work and Key coming for the week of June 🤠,hey m lady got back work key coming week june [UNK],POSITIVE,0.9849616289138794
"Have a good day 💝
and I will get to",good day [UNK] get,POSITIVE,0.9998063445091248
So beautiful 100/10❤🤩,beautiful [UNK],POSITIVE,0.9998611211776733
Yvonne.,yvonne,POSITIVE,0.963749885559082
Timeless classic 🎉,timeless classic [UNK],POSITIVE,0.9997361302375793
I love this song 2024,love song,POSITIVE,0.9998223185539246
2024/1/23,,POSITIVE,0.7481208443641663
Still here❤,still [UNK],NEGATIVE,0.9025412201881409
❤2024,[UNK],NEGATIVE,0.6970567107200623
Thank,thank,POSITIVE,0.9998283386230469
,,POSITIVE,0.7481208443641663
Still love you and feel amazing after hearing ur music adele ur the best ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,still love feel amazing hearing ur music adele ur best [UNK],POSITIVE,0.9997454285621643
???,,POSITIVE,0.7481208443641663
,,POSITIVE,0.7481208443641663
My  mom  in  Heaven  💔🙏🕊✝️,mom heaven [UNK],POSITIVE,0.9224866032600403
🇮🇳🇮🇳 Maharashtra 🚩,[UNK] maharashtra [UNK],NEGATIVE,0.8105933666229248
Amazing,amazing,POSITIVE,0.999875545501709
It's me 😮,[UNK],NEGATIVE,0.6970567107200623
Pov- You searched in the Google hello and  got this song,pov searched google hello got song,NEGATIVE,0.5628458261489868
2024 up up up,,POSITIVE,0.7481208443641663
#HelloFromDeminsions,hellofromdeminsions,NEGATIVE,0.7459301352500916
2026 anyone?,anyone,POSITIVE,0.9625333547592163
2024❤,[UNK],NEGATIVE,0.6970567107200623
2025 anyone?,anyone,POSITIVE,0.9625333547592163
It's ok ash,ok ash,POSITIVE,0.9987779259681702
My mom on news deal,mom news deal,POSITIVE,0.964368462562561
Not vaquez,vaquez,POSITIVE,0.8602492809295654
Nancy took ur name she has long blond hair so ur threasa,nancy took ur name long blond hair ur threasa,NEGATIVE,0.9269009232521057
So lucky to be here since only 10M views ❤,lucky since view [UNK],POSITIVE,0.9995231628417969
Yep,yep,POSITIVE,0.9991260170936584
,,POSITIVE,0.7481208443641663
"I CAN'T BELIEVE BAD BUNNY IS THE KING OF POP WITH HIS MUSIC (MEDIOCRE AND TALENTLESS NOISE) WHEN ADELE IS MUCH BETTER IN TALENT, FAME AND SKILL",cant believe bad bunny king pop music mediocre talentless noise adele much better talent fame skill,NEGATIVE,0.9985039234161377
Now there is even a translated salsa version...,even translated salsa version,NEGATIVE,0.9368856549263
2024🇩🇿💔,[UNK],NEGATIVE,0.6970567107200623
Isn't Conchita Wurst the original?,isnt conchita wurst original,NEGATIVE,0.6002333760261536
If you guys couldn’t tell nearly the whole song is “most replayed”,guy ’ tell nearly whole song “ replayed ”,POSITIVE,0.63322913646698
SAUSAGE,sausage,NEGATIVE,0.9837675094604492
Happy 2024 that has arrived👍🏻👏🏻👏🏻👏🏻👏🏻👏🏻here ibiruba RS 21 January 2024 Sunday.,happy [UNK] ibiruba r january sunday,POSITIVE,0.998874843120575
Hello🙌,[UNK],NEGATIVE,0.6970567107200623
,,POSITIVE,0.7481208443641663
21.01.2024 hi,hi,POSITIVE,0.9983267188072205
Hello,hello,POSITIVE,0.9995185136795044
,,POSITIVE,0.7481208443641663
Hello too,hello,POSITIVE,0.9995185136795044
,,POSITIVE,0.7481208443641663
What is the benefit of regret?,benefit regret,POSITIVE,0.9349640607833862
"#YourVoteIsYourFuture THESE MESSAGE IS FOR ALL ""AMERICANS"" AND THE WORLD 🌎🌍 AROUND US AND FUTURE. YOUR VOICE AND VOTE MATTER'S. WE DO NOT 🚫🚫🚫 NEED AND EVIL MAN TO RUN OUR COUNTRY AND LIVE WITH KAOS AND FEAR IN NO ONES LIFE. PLEASE!!! PLEASE!!! PLEASE PLEASE!!! PLEASE!!! GO OUT AND VOTE. FOR THE FUTURE OF THIS COUNTRY WE ALL GREW UP AND CALL ""United States Of America""",yourvoteisyourfuture message american world [UNK] around u future voice vote matter [UNK] need evil man run country live kaos fear one life please please please please please go vote future country grew call united state america,NEGATIVE,0.8768689632415771
Hello,hello,POSITIVE,0.9995185136795044
Just saw her sing this live for the first time and I immediately started to cry. She is amazing.,saw sing live first time immediately started cry amazing,POSITIVE,0.999686598777771
Saint Thomas Allistair MORE Psalms 118 26 Isaiah 11 1 6 Suileman The Magnificent,saint thomas allistair psalm isaiah suileman magnificent,POSITIVE,0.9984316229820251
Odor Of Cologne,odor cologne,NEGATIVE,0.9948659539222717
"Saint Agnes Saint Florence Abbesses Carthage, 6 1 6 Hola Princessa Ursula John 15 13",saint agnes saint florence abbess carthage hola princessa ursula john,NEGATIVE,0.8973009586334229
Queen Adele❤,queen [UNK],POSITIVE,0.8786523938179016
"Forever ❤ Adele
2024/01/21",forever [UNK] adele,POSITIVE,0.9978371262550354
When we younger and free😢,younger [UNK],POSITIVE,0.9771353006362915
"YOU SEEN TO BE OART OF THE 'SELECT' GROUP BASED ON YOUR 'HELLO' VIDEO...I WILL KEEP IN TOUCH VIA THIS PLATFORM AS I CAN...THE FBI HANGING UP MY FACEBOOK ACCOUNT...MY COMPUTER IN GENERAL AT TIMES...IN A FEW MONTHS...IF YOU ARE EVER IN CHICAGO, CAN WE MEET PRIVATELY?...ARE YOU FAMILIAR WITH MILLENIUM PARK...RIVER WALK...MAG MILE AREA?...PART OF MR HOMELESS TRIAL, JOURNEY LED BY GOD...I CORINTHIANS 3:11-15 (KJV)...",seen oart select group based hello videoi keep touch via platform canthe fbi hanging facebook accountmy computer general timesin monthsif ever chicago meet privatelyare familiar millenium parkriver walkmag mile areapart mr homeless trial journey led godi corinthian kjv,NEGATIVE,0.9837275743484497
"OH YEAH, THE SPIRIT OF CHRIST....",oh yeah spirit christ,POSITIVE,0.9766596555709839
2025 here?,,POSITIVE,0.7481208443641663
,,POSITIVE,0.7481208443641663
2024   ♾️,[UNK],NEGATIVE,0.6970567107200623
,,POSITIVE,0.7481208443641663
Hello by Adelle is the best breakup song ever like forever,hello adelle best breakup song ever like forever,POSITIVE,0.9995930790901184
Perfect...through your song I speak with God...and He is within me and I speak with myself ❤❤❤,perfectthrough song speak godand within speak [UNK],POSITIVE,0.9816341996192932
"My love ❤
Medium.Water",love [UNK] mediumwater,POSITIVE,0.9978918433189392
Yes,yes,POSITIVE,0.9997805953025818
Try to call me after  years of beaking my heart.. how a sad feeling when you being sure at the end  that you broke a pure heart that you cant found someone  like him and you believed at the end that he will never back again.. never .. ever.,try call year beaking heart sad feeling sure end broke pure heart cant found someone like believed end never back never ever,NEGATIVE,0.8001539707183838
,,POSITIVE,0.7481208443641663
,,POSITIVE,0.7481208443641663
anyone in 2024 now 🌟😎..,anyone [UNK],POSITIVE,0.8704387545585632
Hello from the Other Side.,hello side,POSITIVE,0.9990589022636414
hi,hi,POSITIVE,0.9983267188072205
Legends still watching in 2024 ??,legend still watching,POSITIVE,0.9988393187522888
Yeah who is it?,yeah,POSITIVE,0.9993269443511963
"Adele is the legend all the time🔥
2024 is anyone here??",adele legend [UNK] anyone,POSITIVE,0.9370688199996948
Who is with me at this moment?❤,[UNK],NEGATIVE,0.6970567107200623
Masterpiece!!!!!,masterpiece,POSITIVE,0.9998020529747009
Yes🎉🎉🎉🎉🎉,[UNK],NEGATIVE,0.6970567107200623
Hello 2024😅,hello [UNK],POSITIVE,0.9992341995239258
Me,,POSITIVE,0.7481208443641663
,,POSITIVE,0.7481208443641663
B mi ago come fi yuh a do u no see u b nun no have,b mi ago come fi yuh u see u b nun,NEGATIVE,0.9736394882202148
Voice that wipe out ❤,voice wipe [UNK],NEGATIVE,0.9765847325325012
Bravo to Adele!!!!!!,bravo adele,POSITIVE,0.9992256164550781
Am so happy to find many new comments 🎉 it's my favourite piece 🧩,happy find many new comment [UNK] favourite piece [UNK],POSITIVE,0.9980366826057434
I can't get enough of listening to this beautiful song,cant get enough listening beautiful song,POSITIVE,0.995299220085144
This song is. Very good 😢😢,song good [UNK],POSITIVE,0.9998260140419006
https://youtube.com/@NARUTO-7764?si=rR5iDAZz3Kj_gtM6,,POSITIVE,0.7481208443641663
"2024
👇",[UNK],NEGATIVE,0.6970567107200623
Hello. It's me.,hello,POSITIVE,0.9995185136795044
"A performance that will not be repeated and will be immortalized in history for generations to come. Adele, the icon of art and beauty 🫶❤️❤️✌️👑",performance repeated immortalized history generation come adele icon art beauty [UNK],POSITIVE,0.9983940720558167
Rest up my only child. R.I.H   I put  you on this song.  I miss and love you  Daniel Grant. My only favorite child in the world ❤❤❤❤,rest child rih put song miss love daniel grant favorite child world [UNK],NEGATIVE,0.6633984446525574
2024 I listen to this song from Cameroon 🇨🇲🇨🇲🇨🇲,listen song cameroon [UNK],POSITIVE,0.9540925621986389
Only real G's listen to Adele💯,real g listen [UNK],POSITIVE,0.9941344857215881
