Comment #,Comment
2772,3 Billie
2773,Only 3.1 billion people said hello 👋
2774,what country is this
2775,"1/25/24 ...Her name was Shirley Ann Burton. We were together 13 years. Circumstances saw us apart the last few years and now she's gone. Now this song hits different. It used to be an apology, Now it's like her talking to me from the other side. Love you always babe 😔"
2776,You are they only one quee
2777,It’s been 8 years and for some reason I’m thinking of my ex ..
2778,Its 2024
2779,"True fact : 
We can all agree that Adele  never disappoints, her talent is pure and her voice is out of the world!!"
2780,Predada fi
2781,It amazes me to know that the words adele is expressing is how some people feel at times    makes you feel like  wow your not alone
2782,SNL brought me here.
2783,Only artist i know of that I can listen to their songs a million aand one different times and still be shocked at the level of depth and beuty they are. Absolute timeless.
2784,Wow❤❤ each song is beautiful
2785,Someone..in 2024??🎶🎧💎💜✅
2786,"It's 2024 listening to this masterpiece It seems to me that It came out today It never goes out of style!!,🎶💎💜✅"
2787,OK
2788,Just had to come back
2789,Who is listening to this in 2035?
2790,Damn. Why is this song affecting me so. I love this song
2791,Beautiful song!
2792,deam it makes me cry every time i hear it
2793,Hello 2024!
2794,Anyone
2795,2024 still we are here😊😅
2796,Mxmx
2797,Hello
2798,Hello it's me
2799,Luke3:22🕊️🦋💡
2800,1:10
2801,Hello? 2024 present below 👇?
2802,"Hello, it's me
I was wondering if after all these years you'd like to meet
To go over everything
They say that time's supposed to heal ya
But I ain't done much healing
Hello, can you hear me?
I'm in California dreaming about who we used to be
When we were younger and free
I've forgotten how it felt
Before the world fell at our feet

There's such a difference between us
And a million miles

Hello from the other side
I must have called a thousand times
To tell you I'm sorry for everything that I've done
But when I call you never seem to be home
Hello from the outside
At least I can say that I've tried
To tell you I'm sorry for breaking your heart
But it don't matter, it clearly doesn't tear you apart
Anymore

Hello, how are you?
It's so typical of me to talk about myself, I'm sorry
I hope that you're well
Did you ever make it out of that town
Where nothing ever happened?

It's no secret that the both of us
Are running out of time

So hello from the other side (other side)
I must have called a thousand times (thousand times)
To tell you I'm sorry for everything that I've done
But when I call you never seem to be home
Hello from the outside (outside)
At least I can say that I've tried (I've tried)
To tell you I'm sorry for breaking your heart
But it don't matter, it clearly doesn't tear you apart
Anymore

(Highs, highs, highs, highs, lows, lows, lows, lows)
Anymore
(Highs, highs, highs, highs, lows, lows, lows, lows)
Anymore
(Highs, highs, highs, highs, lows, lows, lows, lows)
Anymore
(Highs, highs, highs, highs, lows, lows, lows, lows)
Anymore

Hello from the other side (other side)
I must have called a thousand times (thousand times)
To tell you I'm sorry for everything that I've done
But when I call you never seem to be home
Hello from the outside (outside)
At least I can say that I've tried (I've tried)
To tell you I'm sorry for breaking your heart
But it don't matter, it clearly doesn't tear you apart
Anymore"
2803,AND THATS JUST YOUR KNEE
2804,Suuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu
2805,I'm human trafficked by the Mafia n all my money n credit cards too and my business es stolen!  Identity theft!  I'm Jesus Christ!  Anglican Catholic Church in Idaho Springs Colorado 80452!!!
2806,2024 anyone? ❤❤
2807,“Woah! She sings in cursive” -a friend of mine who probably doesn’t really ever listen to Adele 🤣🤣
2808,Ndidjtodorjridhfdifnfjffjrjfj🎉vhjfdkfjdoe2ddjifjdfjrjrirydejeeeekrrrdjee
2809,The best of the world
2810,The best of the world
2811,Yes
2812,I LOVE IT
2813,I thought a male sang this
2814,I love Adele. She a deep person
2815,"I don't like,"
2816,Peppa pig
2817,Hi to
2818,2024 hello❤
2819,Y love you ❤❤❤ music Adele 😢
2820,"I had just turned 7 years old, 19 days before this song released. I’m 15 now. Amazing how time flies."
2821,
2822,2024 hzu❤
2823,Such a timeless song that will never get old. I think everyone can relate to this after being in a long term relationship
2824,How you do  . No how do what you do. Tah. Duh. I'm stutter n. What is that about tell how you come up with the story please God bless ty xo
2825,Anyone watching this in 2024?
2826,This song views is due to its name
2827,
2828,Hello from this side
2829,
2830,"▬▬▬▬▬▬▬▬▬▬ஜ۩۞۩ஜ▬▬▬▬▬▬▬▬▬▬▬▬▬▬
           STILL      LISTENING      JANUARY     24TH       2024
▬▬▬▬▬▬▬▬▬▬ஜ۩۞۩ஜ▬▬▬▬▬▬▬▬▬▬▬▬▬▬"
2831,2018 Football nostalgia🥲
2832,I love you❤❤❤
2833,"It's so good, sister"
2834,HELLO😢...
2835,It's so hard to believe it's been over eight years since this song came out. I remember watching it excitedly with my family when she released it :) so much nostalgia -- thank you for being one of my biggest inspirations as a ballad pianist and musician 🥰🥰
2836,The song is great
2837,Any body listening?????
2838,2024😂👍
2839,"Beyond beautiful, I love the slow build up and the music picks up very powerful :)"
2840,An Adele classic.
2841,Timeless❤
2842,Art
2843,"Yes, im here 2024."
2844,Songs which don't fade ❤
2845,It is me.
2846,"Longing 0:46
Hello 1:18"
2847,
2848,"When you break someone's heart , you get completely broken and shattered yourself.  She made me cry and cry. Love from Pakistan"
2849,Still feels surreal. Even more so that’s 2024 now
2850,
2851,the best
2852,
2853,we all know we used to sing this song in cod zombies when we were behind a door and the other person was on the other side
2854,Super this VOICE ❤❤❤
2855,2024 ᴀɴʏᴏɴᴇ ʜᴇʀᴇ
2856,My God
2857,"Dear ""ladies"" from the show business, look up to the diva who never needed to take off her clothes to attract attention. It's called art. Go ahead"
2858,1750 anyone
2859,1750 anyone
2860,"AI shutting down my experience, I dig it.

I can't hear anything GOOGLE AI, THANK YOU FOR SHUTTING MY EARS DOWN,

Its all happening in real time."
2861,3.1 car? Damn
2862,Love from mizoram 😊
2863,So deep 🥹🥹🥹🥹💓💓
2864,"Hello Can you hear me, I`m in Iraq .."
2865,"Chaina , try to udarstand this old song , try . day befor e day"
2866,People who came here because of the my McDonald’s order playlist: 🗿
2867,Hello?
2868,I had never seen the official video but I had heard this iconic song 😌❤️
2869,Baby the drugs have been shit 4 years been the pump fymy as Miku the Fred Sa to sin Haigh race you home wrong paths john Haigh
2870,Not the right song but i am you
2871,Good voice girl 💪 and Key 🔐
2872,"Adelle was the beauty she used to be. Now skinny looks ugly. Because I don't really love you, but I love Natasha Nice."
2873,Hey Ms lady I just got back from work and Key coming for the week of June 🤠
2874,"Have a good day 💝
and I will get to"
2875,So beautiful 100/10❤🤩
2876,Yvonne.
2877,Timeless classic 🎉
2878,I love this song 2024
2879,2024/1/23
2880,Still here❤
2881,❤2024
2882,Thank
2883,
2884,Still love you and feel amazing after hearing ur music adele ur the best ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️
2885,???
2886,
2887,My  mom  in  Heaven  💔🙏🕊✝️
2888,🇮🇳🇮🇳 Maharashtra 🚩
2889,Amazing
2890,It's me 😮
2891,Pov- You searched in the Google hello and  got this song
2892,2024 up up up
2893,#HelloFromDeminsions
2894,2026 anyone?
2895,2024❤
2896,2025 anyone?
2897,It's ok ash
2898,My mom on news deal
2899,Not vaquez
2900,Nancy took ur name she has long blond hair so ur threasa
2901,So lucky to be here since only 10M views ❤
2902,Yep
2903,
2904,"I CAN'T BELIEVE BAD BUNNY IS THE KING OF POP WITH HIS MUSIC (MEDIOCRE AND TALENTLESS NOISE) WHEN ADELE IS MUCH BETTER IN TALENT, FAME AND SKILL"
2905,Now there is even a translated salsa version...
2906,2024🇩🇿💔
2907,Isn't Conchita Wurst the original?
2908,If you guys couldn’t tell nearly the whole song is “most replayed”
2909,SAUSAGE
2910,Happy 2024 that has arrived👍🏻👏🏻👏🏻👏🏻👏🏻👏🏻here ibiruba RS 21 January 2024 Sunday.
2911,Hello🙌
2912,
2913,21.01.2024 hi
2914,Hello
2915,
2916,Hello too
2917,
2918,What is the benefit of regret?
2919,"#YourVoteIsYourFuture THESE MESSAGE IS FOR ALL ""AMERICANS"" AND THE WORLD 🌎🌍 AROUND US AND FUTURE. YOUR VOICE AND VOTE MATTER'S. WE DO NOT 🚫🚫🚫 NEED AND EVIL MAN TO RUN OUR COUNTRY AND LIVE WITH KAOS AND FEAR IN NO ONES LIFE. PLEASE!!! PLEASE!!! PLEASE PLEASE!!! PLEASE!!! GO OUT AND VOTE. FOR THE FUTURE OF THIS COUNTRY WE ALL GREW UP AND CALL ""United States Of America"""
2920,Hello
2921,Just saw her sing this live for the first time and I immediately started to cry. She is amazing.
2922,Saint Thomas Allistair MORE Psalms 118 26 Isaiah 11 1 6 Suileman The Magnificent
2923,Odor Of Cologne
2924,"Saint Agnes Saint Florence Abbesses Carthage, 6 1 6 Hola Princessa Ursula John 15 13"
2925,Queen Adele❤
2926,"Forever ❤ Adele
2024/01/21"
2927,When we younger and free😢
2928,"YOU SEEN TO BE OART OF THE 'SELECT' GROUP BASED ON YOUR 'HELLO' VIDEO...I WILL KEEP IN TOUCH VIA THIS PLATFORM AS I CAN...THE FBI HANGING UP MY FACEBOOK ACCOUNT...MY COMPUTER IN GENERAL AT TIMES...IN A FEW MONTHS...IF YOU ARE EVER IN CHICAGO, CAN WE MEET PRIVATELY?...ARE YOU FAMILIAR WITH MILLENIUM PARK...RIVER WALK...MAG MILE AREA?...PART OF MR HOMELESS TRIAL, JOURNEY LED BY GOD...I CORINTHIANS 3:11-15 (KJV)..."
2929,"OH YEAH, THE SPIRIT OF CHRIST...."
2930,2025 here?
2931,
2932,2024   ♾️
2933,
2934,Hello by Adelle is the best breakup song ever like forever
2935,Perfect...through your song I speak with God...and He is within me and I speak with myself ❤❤❤
2936,"My love ❤
Medium.Water"
2937,Yes
2938,Try to call me after  years of beaking my heart.. how a sad feeling when you being sure at the end  that you broke a pure heart that you cant found someone  like him and you believed at the end that he will never back again.. never .. ever.
2939,
2940,
2941,anyone in 2024 now 🌟😎..
2942,Hello from the Other Side.
2943,hi
2944,Legends still watching in 2024 ??
2945,Yeah who is it?
2946,"Adele is the legend all the time🔥
2024 is anyone here??"
2947,Who is with me at this moment?❤
2948,Masterpiece!!!!!
2949,Yes🎉🎉🎉🎉🎉
2950,Hello 2024😅
2951,Me
2952,
2953,B mi ago come fi yuh a do u no see u b nun no have
2954,Voice that wipe out ❤
2955,Bravo to Adele!!!!!!
2956,Am so happy to find many new comments 🎉 it's my favourite piece 🧩
2957,I can't get enough of listening to this beautiful song
2958,This song is. Very good 😢😢
2959,https://youtube.com/@NARUTO-7764?si=rR5iDAZz3Kj_gtM6
2960,"2024
👇"
2961,Hello. It's me.
2962,"A performance that will not be repeated and will be immortalized in history for generations to come. Adele, the icon of art and beauty 🫶❤️❤️✌️👑"
2963,Rest up my only child. R.I.H   I put  you on this song.  I miss and love you  Daniel Grant. My only favorite child in the world ❤❤❤❤
2964,2024 I listen to this song from Cameroon 🇨🇲🇨🇲🇨🇲
2965,Only real G's listen to Adele💯
2966,"ABROAD GENERAL CASE STUDY JANUARY 19 2024 FRIDAY RESEARCH FOR PRESIDENTIAL IMMUNITY RIGHT TU MOB UNITED STATE ARRESTED NO PENNY PURCHASE

_____________________
MY FATHER MADE ME TELL EVERYONE IM THE ONE WON,IM HONEY COCAINE,IM FERGIE,IM GODDESS THELLESIAN JOHN, IM DAY SULAN RUBI ROSE, IM DUA LIPA FROM THE TIME TRAVELORS IM SIA, IM FAMOUS TWINS , I WROTE THE NOTE BOOK AND BUCKET LIST,IM JHENE AIKO IM MYA ANGELOU,IM CRISTINA AGUILERA, IM ALICIA KEYS,IM HELEN KELLER,  IM ELLE VERNA   IM MILEY CYRUS AND HANNAH MONTANA IM TRACK STAR SHA` CARRI RICHARDSON IM MARILYN MONROE IM CREASIAN ROCK AND JENNIFER IM CARDI B, IM ICE SPICE, IM RENNI RUCCI  AND CITY GIRL MIAMI JT  BEYOND THE SEA BEYONCE` YONCE YOUNG IM TOP MODEL TARA BANKS IM MARY KATE AND ASHLEY IM JESSICA ALBA , IM CELINE DEON IM DREW BERRYMORE, IM MELINA TRUMP FROM THE GAME IN MED SCHOOL,  SANDRA BULLOCK SANDRA BLAND IM SHIRLEY TEMPLE AND MICHELLE FROM FULL HOUSE IM HALIE BERRY LALIA ALI WHITNEY HOUSTON MARIAH CAREY JENNIFER LOPEZ NICKI MINAJ ARIANA GRANDE, IM IGGY AZALEA, FERGI TAYLOR SWIFT IM RIHANNA, IM PINK IM DOJA CAT IM LATTO, IM DUI LEPIA, IM CLOE BAILEY, IM KIM KARDASHIAN, IM CLOE KARDASHIAN, IM KYLIE JENNER, IM KENDELL JENNER, IM KRIS JENNER, IM MYA ANGELOU , IM ASHANTI, IM JANET JACKSON, IM BRITTANY SPEARS, IM QWEN STEPHANIE, IM DAWN FROM DANITY CANE, IM SNOOKIE ON JERSEY SHORE,IM MOLLY BRAZY, IM HIEDI FROM THE HILLS, IM WHITNEY THE INTERN, I WON SURVIVORS,IM A OYMPIC SCOTTISH SWIMMER  I WON FEAR FACTOR X, I WON CHEF IN HELLS KITCHEN, I WON THE AMERICAN IDOL , IM KELLY CLARKSON, IM ADELE, IM MADONNA, IM CAROL G, IM TUSA, IM THORSARD,  BROADWAY SUPER STAR CATALOG SUPER STAR CATALOG MODEL WARRIOR PRINCESS QUEEN CINDERELLA IM A PROMOTIONAL ADVERITY CHOREOGRAPHY ANG UNITED STATE OF AMERICA LOUISIANA NATIONAL GUARD NATIONAL SECURITY ADVISOR SHANNON JOHNSON OVERSEAS TUSSHIR SANEA ALLADIN FOUNDATION VOLUNTEER CAMPAIGN EVENT SPEECHES AND REMARKS I INVENTED VOICE TUSSHANNON SHANEA JOHNSON FORMERLY SHANNON JOHNSON OVERSEAS TUSSHIR SANEA ALLADIN||| I PLAY THE WHITE CHICKS IM A DIVA GORILLA 🌹♦️🌹♦️IM ALANIS MORISSEETI UFO USO TUCHINEA JUNO TAY MONEY KERI HILSON MEGAN THE STALLION IM DAY MIGHTY BRAVE SOFIA BOUTELA IM SHAKIRA IM SAWEETIE, IM TYLA, IM DREAM DOLL, IM CIARA, IM CUBAN LINK, IM SUMMER WALKER, IM SEXY RED,IM NASTYANASS,IM WFANGSM,IM STEPHANIE , IM JADE CAREY, IM TU JOHN SHANE, IM BROOK, IM NICOLE KIRKLAND,IM LEONA"
2967,Glory Glory Tottenham Hotspur
2968,THINGS HASN'T CHANGED  ...JUST THE YEAR AGAPE LOVE IN 2024 🌹
2969,"hello, its me"
2970,MOTHER
2971,"Prodigious voice, we love HermosAdele"
2972,The best living artist in the world
2973,Adele's voice is incredible
2974,if it rang
2975,SMASH
2976,comeback of the century
2977,Incredible until now no one can break this record
2978,🧕🤲 ALFATIHA until ALALA' 🔝 ALLAHSWT 🇸🇦
2979,Love you Mikey❤
2980,My favorite song!
2981,This girl's got a voice from God.
2982,"My ex wife told me to shoot myself. So I did .
And now I'm all alone dealing with the pain"
2983,Your risepakt dearf
2984,Wow super lazavab chan 🙏🙏🙏🙏 very beautiful you dearf your vice very beautiful song wow super lazavab chan 🙏🙏🙏🙏💐👌👌👌👌👑👑👑👍👍👍👍❤️❤️❤️❤️🥰🥰🥰🙋🙋🙋🙋🍫🍫🍫🍫
2985,this song is so well made. It'll never go out of style.
2986,This was her prettiest era. 🌸
2987,2024 😢
2988,She is so awesome!
2989,miramar
2990,Mindy Lee
2991,Fact that hello became the fastest song in history toreach 1 billion views doing it in just 87 days and still no one has broken the record of queen adele
2992,Future
2993,2024m
2994,I hope that you are
2995,Who is in 2025??
2996,Best hit for all time
2997,hello how are you❤️
2998,"It's been 8 years but I don't get tired of this song.  Every time I listen to this song, I love it more and more❤❤"
2999,Classic starting to understand  the impact it carries
3000,𝙝𝙚𝙡𝙡𝙤
3001,"I feel so sorry for her, a rock singer like Chester sang one of her songs far better than her."
3002,I love you
3003,Its 2024 but Im still listening
3004,2024 any one 😂🎉
3005,I really like the song👌👌😊
3006,Am here 2024
3007,2024 anyone??
3008,2024 Jan??
3009,"Little cats, happy cats"
3010,can i hav big mac
3011,Oh yes
3012,"In front of the sea 2:19 am. in Orense, Argentina listening to this beautiful work, it hits you in the bones❤I love this song!!! 1/19/2024 Yes sir!!!"
3013,2024❤😊
3014,"She made me sleep,on time"
3015,2024 January?
3016,"3.1 Billion, thats incredible!, 8 billion in the world but i bet most are from me and other fans repeating it over the years, im having this song at my funeral when i die, sorry to turn it morbid."
3017,Dirty as could get
3018,Get dirty as want
3019,Hello … hello…
3020,Marking its presence in 2024. lol
3021,"Hello, it’s me"
3022,Another masterpiece
3023,OHHHUENOO.MSK.ALMOST WINTNEY
3024,"I can never watch it just once! Everything about this clip is perfect... the music, her singing feeling the music, their performance, the color of the clip, everything!"
3025,If you reading this comment. I did love you so much but that's why I was so hurt and why I hate you so much after everything that you wanted me to do. Maybe this wasn't relationship you wanted after all.
3026,2024 ❤here
3027,song of the century
3028,I love you infinitely
3029,my beautiful queen
3030,2025 anyone?
3031,Adele & Marshmello❤❤
3032,Yeah!
3033,Great song
3034,"Great, song that really touches the heart 💜"
3035,Who commented on 2024 with me?🖐️
3036,Boring
3037,She’s really good
3038,The  best
3039,
3040,Hello 🎉 its me🎉 time heal me 🎉 i am taking care of me !!!🎉 love you all 🎉💌🫂🗽🎤
3041,Love adele ❤❤❤
3042,2024. Iraqi Kurdistan
3043,"2024




Time flies"
3044,Decided to listen to Adele. 1/18/24.4:54am. Love her voice.❤
3045,1-1-2024 anyone
3046,I don't know why I suddenly remembered it 😂
3047,black. A gesture that always appears male. Hey. ?
3048,6 minutes video - are you swollen...??
3049,"I hate music videos.


This intro is painful and must be skipped."
3050,What an absolute chunker.
3051,"Each time I listen to this song, chills!"
3052,There is someone here alive😢
3053,
3054,I used to hear Adele when I was little. Now I’m hearing this song brings back my old memories. That’s amazing she wrote this song as her younger self.
3055,master piece 🙌 👌 ❤️‍🔥
3056,2024 this song still hit hard 😢❤
3057,Lionel Ritchie's Hello is the best and only Hello. Shame on you Adele for using the name for your inferior song.
3058,Wowwwwwwwwwwwwwwwwww🤩🤩🤩🤩🤩🤩🤩🤩🤩
3059,True fact: Jeffery aka Young Thug ghost wrote this song look it up.
3060,I am Houthi and your voice keeps me away from the worries and fatigue of this world ❤❤❤❤
3061,I will never forget this song no matter the cost 😂
3062,Hello ❤️🔥
3063,2025 anyone?
3064,My guy
3065,The song by itself is phenomenal..... but when the video for it is added...smh. Top 10 all-time for me.
3066,QR of Duncanville 😂😂❤️
3067,I'm here 2024
3068,I have never been tired of listening to this song
3069,We greet you from Azerbaijan. Adele is a wonderful singer 🇦🇿
3070,Saint Thomas Anthony Beckett Isaiah 11 1 6 John 14 24 27 John 15 13
3071,Wake me up when the intro starts 🤔
3072,Volkan apartment itself
3073,Sam
3074,❤❤am in 2024 still listening to this master piece
3075,2025?
3076,2025 anyone?
3077,"Hello. 
It’s me"
3078,Wow this hits.
3079,".In the beginning. man. When did it come out? It's a bit awkward, right?"
3080,"3.1B views 😮
18m likes ❤"
3081,Oh my god 😢😢😢 I love you❤❤❤
3082,This music video was filmed near my hometown
3083,2026
3084,"Betpatgoetz $80,000,000,000"
3085,Hello❤
3086,Anyone here in 2024?
3087,8 years never get old
3088,Listening to it over and over again still sounds good. Still as emotional as before :))
3089,Betpatgoetz schizophrenia comment
3090,Just searched music and filtered most viewed. Had no idea maroon 5 was 3 of the top 10 or some shit imcludijg number 1. That dont seem right to me. This one does
3091,Schizophrenia
3092,8647
3093,Nostalgia for the past 😢
3094,what a voice.......
3095,Damn 3 billion? When did that happen?
3096,
3097,Love love this song ❤
3098,Hello from the other side????
3099,Hello?
3100,Does anyone know the Windderson Nunes parody
3101,☄️To my husband Bryan i love u 🤍💃🪭🎙️☄️
3102,no wonder it got all these views.
3103,2025 anyone?
3104,Fort Worth texas
3105,"Hello, it's me
I was wondering if after all these years
You'd like to meet, to go over
Everything
They say that time's supposed to heal ya
But I ain't done much healing

Hello, can you hear me?
I'm in California dreaming about who we used to be
When we were younger and free
I've forgotten how it felt before the world fell at our feet

There's such a difference between us
And a million miles

Hello from the other side
I must've called a thousand times to tell you
I'm sorry, for everything that I've done
But when I call you never seem to be home

Hello from the outside
At least I can say that I've tried to tell you
I'm sorry, for breaking your heart
But it don't matter, it clearly doesn't tear you apart anymore

Hello, how are you?
It's so typical of me to talk about myself
I'm sorry, I hope that you're well
Did you ever make it out of that town
Where nothing ever happened?

It's no secret
That the both of us are running out of time

So, hello from the other side
I must've called a thousand times to tell you
I'm sorry, for everything that I've done
But when I call you never seem to be home

Hello from the outside
At least I can say that I've tried to tell you
I'm sorry, for breaking your heart
But it don't matter, it clearly doesn't tear you apart anymore

Ooooohh, anymore
Ooooohh, anymore
Ooooohh, anymore
Anymore

Hello from the other side
I must've called a thousand times to tell you
I'm sorry, for everything that I've done
But when I call you never seem to be home

Hello from the outside
At least I can say that I've tried to tell you
I'm sorry, for breaking your heart
But it don't matter, it clearly doesn't tear you apart anymore"
3106,Yap 2024
3107,I can't believe this video has 3.1B views. And over 945k comments
3108,I am here because of Family Plan. Until today I never knew who Adele was. Thank you Mark Wahlberg
3109,Are there any Koreans watching in 2024?
3110,To the person reading this I pray for what ever bad that is going on what ever u are stressing about jus please god let that just all go and please god let them have a wonderful rest of there day🙏
3111,"Just cried my eyes out knowing this song she wrote it to herself for all the stages in her life, feels like a song to my inner child"
3112,"What a Voice,  I saw her at the Observatory.."
3113,2024  adele ❤
3114,"2024 anyone??

https://youtu.be/KO2sajQ7cl0?si=in4p3g9JSKdR4Byl"
3115,Still beautiful ❤
3116,WOW !!
3117,You are the best 🤩
3118,I like her music
3119,"One random act of kindness 
Dear mommakiss dad for me"
3120,06
3121,❤❤❤❤❤🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷 you and Adele show!!!!
3122,"just a masterpiece🙏🏻🙏🏻
perfect song , you can listen in 2015 , 2018 , 2014 , 2047…"
3123,"In one word, you are a legend and thank you adeleeeeeeee❤❤❤❤❤❤🇹🇷🇹🇷🇹🇷🇹🇷🔥🔥🔥🔥😘😘😘🌹🌹🌹"
3124,I can't get enough 🎼🎵🎶🎧❤️
3125,"An unparalleled voice, beautiful music"
3126,Adele music comes from the heart and I love it Adele is a good person love you😘
3127,Blade to the Heart...
3128,"THIS IS A REALLY GOOD BREAK UP SONG FOR YOUR EX😭🥺🥳🥹😪🥴🥺😔😬🫥😑🤐😶‍🌫️🫡🤭🫢😱😤😮‍💨🙄😒🤨😠😡🤬😓😞🤯😳🥶🥵🫨😵‍💫😵😫😩😣😖 
THIS IS NEW YEAR 2024 LEAVE ALL THE OLD STUFF IN 2024 EVEN EX-HUSBAND 4:39"
3129,"Can u hear me 🖤

15 jan..."
3130,2024🎉
3131,Ne suuu si be🤦‍♀️🤦‍♀️🤦‍♀️
3132,hi.. it's me.. how are you?
3133,2024?
3134,What is the Wi-Fi password 😂
3135,Brazil January 2024 ❤
3136,Hello
3137,2024???
3138,Who's watching in 2024?
3139,"2025 we'll be here,someone remind me when its 2025❤"
3140,"2030 anyone?

👇"
3141,A nice song.
3142,ADELE WONDERFUL💜💜💜💜💜💜💜
3143,❤Content
3144,Mindy
3145,Still here 🎉❤# 2024
3146,"8 years later, and this still sucks ass compared to Lionel Richie's song, also titled Hello. If you want to listen to a song named Hello this ain't the one"
3147,Here 1/13/24 this still 🔥🔥🔥🔥
3148,2026? Anyone who's still listening?
3149,I come back to Adele's music whenever i feel like im unlovable or not enough and somehow her voice comforts me
3150,
3151,"boooo
boooooo"
3152,"This is simply a masterpiece performance of the song!!!
Bravo Adele!!! 💙💙💙💙💙🧡🧡🧡🧡🧡"
3153,2024
3154,KLODI.ORUSPU SARISIN
3155,"it's me
I was wondering if after all these years you'd like to meet
To go over everything
They say that time's supposed to heal ya, but I ain't done much healing

Hello, can you hear me?
I'm in California dreaming about who we used to be
When we were younger and free
I've forgotten how it felt before the world fell at our feet

There's such a difference between us
And a million miles

Hello from the other side

I must've called a thousand times
To tell you I'm sorry for everything that I've done
But when I call, you never seem to be home

Hello from the outside
At least I can say that I've tried
To tell you I'm sorry for breaking your heart
But it don't matter, it clearly doesn't tear you apart anymore

Hello, how are you?
It's so typical of me to talk about myself, I'm sorry
I hope that you're well
Did you ever make it out of that town where nothing ever happened?

It's no secret that the both of us
Are running out of time

So hello from the other side (other side)
I must've called a thousand times (thousand times)
To tell you I'm sorry for everything that I've done
But when I call, you never seem to be home

Hello from the outside (outside)
At least I can say that I've tried (I've tried)
To tell you I'm sorry for breaking your heart
But it don't matter, it clearly doesn't tear you apart anymore

Ooh (lows, lows, lows, lows), anymore
(Highs, highs, highs, highs)
Ooh (lows, lows, lows, lows), anymore
(Highs, highs, highs, highs)
Ooh (lows, lows, lows, lows), anymore
(Highs, highs, highs, highs)
Anymore (lows, lows, lows, lows)

Hello from the other side (other side)
I must've called a thousand times (thousand times)
To tell you I'm sorry for everything that I've done
But when I call, you never seem to be home

Hello from the outside (outside)
At least I can say that I've tried (I've tried)
To tell you I'm sorry for breaking your heart

But it don't matter, it clearly doesn't tear you apart anymore"
3156,Adele please singing finger print tears riqst cordli
3157,In love with this woman...
3158,"I love you I try to be fair
 Colombia helps"
3159,I love you ❤
3160,"No debauchery ❌, no vulgarity, super 👍 voice, simple 🔥!) I hope 🙏 is liked not only 😉 by me!? ) Adele ❤......, great 👍 job! ) THANK YOU!) ☑️❤❤❤"
3161,2024
3162,"January 14, 2024"
3163,i miss my girl i wish she would come back love is a mf
3164,2024 🖤🖤🥃🥃
3165,Am here ❤❤2024
3166,Churches
3167,But your voice is divine
3168,"Good luck,Adele! From Sibiria."
3169,"You're not a beauty. Squirm yourself out. It's okay, Russian guys will always notice you"
3170,Loves being the victim 😅
3171,Jadeee 💕
3172,Reggae version is better!!
3173,Y I d g
3174,"No matter how much I listen to this song, every time I get goosebumps"
3175,:) the past follow..any time
3176,Love her going to her 2025 concert
3177,Who's listening in 2024?
3178,QUEEN OF VOCALS
3179,SHIP OASIS MOREI
3180,DIGITAL TO ANALOG CONVERTER pcm53 IN CD PLAYER TECHNIKS
3181,i love you
3182,"1:06

Please bring this comment to the top so I won't need to listen to the fillers."
3183,2025 anyone?
3184,"2024 anyone?

Adele Mexico loves you! 👑🇲🇽❤"
3185,Hello!!!!
3186,"So that's where the ""Hello its me"" meme came from"
3187,Ciary
3188,I can't get enough of this song - it's like a breath of fresh air in the music scene🎄
3189,pure sound!
3190,2024 anyone??
3191,Love you Adele ❤
3192,https://youtu.be/NeN230FMfuY?si=WU2J3QKu0gopf-n9
3193,January 2024 with everything!!!
3194,"More than just a song, it's a musical experience filled with emotion and creativity♦"
3195,2024 I’m here
3196,2024❤
3197,What a beautiful song ❤
3198,Adele eternal songs 😢
3199,beautiful.
3200,"3 million people watched it in 8 years, this is the first time I hear the song."
3201,Anyone here 2024
3202,"MATTHEW 11:28-30 🍃🫧
Come to me, all you who labor and are heavy laden, and I will give you rest.
Take my yoke upon you, and learn from me, for I am gentle and lowly in heart; and you will find rest for your souls.
For my yoke is easy, and my burden is light."
3203,Ooo bebe no comment but I love you so much.
3204,Legend❤❤
3205,"by...by...ADELE, We'll be finished to played this is the Excellent of your song performing by 20 to turned completly, at 03:47am, Indonesian time, on Saturday, Jan.13'2024, see you later ADELE...!!!, On the next of our guest requesition form, from our MD.OWNER, Mr.YOGO, of East Java Indonesia."
3206,With time... I realize how much I love this song😔 It touches to deep feelings inside us❤
3207,Thank you very much 🎉🎉🎉
3208,Its 2024 any im saying sorry for breaking her heart.
3209,Jai Maharashtra ❤
